qacc	Entry	Tax_ID
M01323:399:000000000-B29GY:1:1115:24328:11116	NR_112998.1	676205
M01323:399:000000000-B29GY:1:1115:20506:11119	NR_025522.1	698738
M01323:399:000000000-B29GY:1:1115:5782:11121	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:26058:11123	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1115:13030:11131	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:19815:11149	NR_113193.1	866807
M01323:399:000000000-B29GY:1:1115:6886:11149	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:8365:11149	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:9968:11161	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:18723:11169	NR_133732.1	1354731
M01323:399:000000000-B29GY:1:1115:15214:11184	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:15196:11186	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:13631:11227	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1115:3048:11296	NR_025821.1	270920
M01323:399:000000000-B29GY:1:1115:9761:11333	NR_043462.1	326537
M01323:399:000000000-B29GY:1:1115:6656:11335	NR_126306.1	1470434
M01323:399:000000000-B29GY:1:1115:15645:11346	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:9705:11367	NR_134141.1	1470563
M01323:399:000000000-B29GY:1:1115:23217:11376	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:12114:11418	NR_024943.1	28202
M01323:399:000000000-B29GY:1:1115:28073:11465	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:5512:11471	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:28055:11476	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:25346:11497	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:25734:11564	NR_108636.1	682400
M01323:399:000000000-B29GY:1:1115:25278:11596	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:11552:11609	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:5492:11620	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:15245:11629	NR_115012.1	70995
M01323:399:000000000-B29GY:1:1115:5618:11635	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:6385:11695	NR_125497.1	507003
M01323:399:000000000-B29GY:1:1115:21757:11720	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:14484:11805	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:12349:11830	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1115:16565:11860	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:14244:11888	NR_133732.1	1354731
M01323:399:000000000-B29GY:1:1115:13646:11951	NR_043959.1	394751
M01323:399:000000000-B29GY:1:1115:23710:11982	NR_132291.1	1215923
M01323:399:000000000-B29GY:1:1115:3235:11995	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:3596:12045	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1115:23757:12050	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1115:24176:12059	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:29472:12108	NR_043959.1	394751
M01323:399:000000000-B29GY:1:1115:25635:12116	NR_156912.1	1450156
M01323:399:000000000-B29GY:1:1115:29487:12118	NR_043959.1	394751
M01323:399:000000000-B29GY:1:1115:13667:12131	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:25646:12131	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:7702:12168	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1115:29439:12225	NR_134206.1	1342301
M01323:399:000000000-B29GY:1:1115:3550:12229	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:1115:2878:12230	NR_117569.1	1054033
M01323:399:000000000-B29GY:1:1115:15639:12306	NR_156162.1	1926258
M01323:399:000000000-B29GY:1:1115:25462:12320	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:18623:12330	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:16748:12362	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1115:18024:12390	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:3248:12460	NR_159350.1	2021220
M01323:399:000000000-B29GY:1:1115:27911:12467	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1115:23866:12478	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1115:16608:12505	NR_024975.1	99480
M01323:399:000000000-B29GY:1:1115:24560:12513	NR_043462.1	326537
M01323:399:000000000-B29GY:1:1115:18694:12541	NR_133732.1	1354731
M01323:399:000000000-B29GY:1:1115:10067:12552	NR_115787.1	67338
M01323:399:000000000-B29GY:1:1115:28654:12557	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1115:2561:12579	NR_108293.1	555883
M01323:399:000000000-B29GY:1:1115:6594:12587	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:29021:12594	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:6178:12615	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1115:25905:12619	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:12083:12643	NR_114982.1	136468
M01323:399:000000000-B29GY:1:1115:4899:12645	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:2553:12650	NR_159157.1	1926881
M01323:399:000000000-B29GY:1:1115:4444:12657	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:16498:12662	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:4461:12666	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:22018:12670	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1115:24931:12688	NR_113955.1	306541
M01323:399:000000000-B29GY:1:1115:21944:12700	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:28693:12747	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1115:1730:12747	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1115:28434:12749	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:1115:15014:12753	NR_117569.1	1054033
M01323:399:000000000-B29GY:1:1115:23168:12758	NR_112998.1	676205
M01323:399:000000000-B29GY:1:1115:7465:12759	NR_114302.1	475937
M01323:399:000000000-B29GY:1:1115:18267:12789	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:24296:12800	NR_108293.1	555883
M01323:399:000000000-B29GY:1:1115:5930:12831	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:1115:18407:12834	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1115:29360:12849	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:22838:12884	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:4728:12906	NR_159350.1	2021220
M01323:399:000000000-B29GY:1:1115:3369:12928	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:5443:12966	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:17594:13010	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:19843:13024	NR_109730.1	1268273
M01323:399:000000000-B29GY:1:1115:28717:13050	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:8991:13097	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:3693:13119	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:28822:13123	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:28832:13138	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:3701:13138	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:23844:13143	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:21354:13148	NR_114202.1	437507
M01323:399:000000000-B29GY:1:1115:5313:13155	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1115:21143:13215	NR_133732.1	1354731
M01323:399:000000000-B29GY:1:1115:7443:13296	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:10163:13300	NR_134141.1	1470563
M01323:399:000000000-B29GY:1:1115:22873:13330	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:7558:13356	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:24389:13366	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:1115:7959:13379	NR_136835.1	1520782
M01323:399:000000000-B29GY:1:1115:4763:13420	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:2690:13421	NR_113383.1	1260
M01323:399:000000000-B29GY:1:1115:26809:13429	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:20616:13432	NR_043959.1	394751
M01323:399:000000000-B29GY:1:1115:17533:13449	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1115:21279:13498	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:13773:13526	NR_136446.1	1461694
M01323:399:000000000-B29GY:1:1115:5443:13540	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:13670:13570	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:24347:13571	NR_042652.1	457921
M01323:399:000000000-B29GY:1:1115:5860:13580	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:3617:13706	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:28950:13707	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:14181:13719	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1115:16028:13734	NR_024943.1	28202
M01323:399:000000000-B29GY:1:1115:19698:13779	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:17169:13803	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:10089:13820	NR_108450.1	641702
M01323:399:000000000-B29GY:1:1115:9838:13837	NR_114982.1	136468
M01323:399:000000000-B29GY:1:1115:18266:13840	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1115:23836:13853	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:28288:13854	NR_037073.1	43655
M01323:399:000000000-B29GY:1:1115:14149:13896	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:20541:13932	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:12291:14033	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:11226:14067	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:1115:27498:14085	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:26549:14297	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:4805:14317	NR_102485.1	862908
M01323:399:000000000-B29GY:1:1115:13693:14341	NR_024943.1	28202
M01323:399:000000000-B29GY:1:1115:8868:14373	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:10978:14377	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:1115:18420:14392	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:11589:14398	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1115:7397:14398	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:19355:14434	NR_044687.2	854
M01323:399:000000000-B29GY:1:1115:18302:14445	NR_113943.1	308113
M01323:399:000000000-B29GY:1:1115:6856:14448	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:16581:14453	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:18603:14507	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:15834:14526	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:14743:14550	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:1115:3199:14565	NR_042358.1	302401
M01323:399:000000000-B29GY:1:1115:20229:14606	NR_157992.1	2029869
M01323:399:000000000-B29GY:1:1115:17812:14734	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:20464:14756	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:10245:14831	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:5773:14848	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1115:27209:14864	NR_114995.1	232991
M01323:399:000000000-B29GY:1:1115:14316:14865	NR_159353.1	1982103
M01323:399:000000000-B29GY:1:1115:27228:14866	NR_114995.1	232991
M01323:399:000000000-B29GY:1:1115:16129:14868	NR_043959.1	394751
M01323:399:000000000-B29GY:1:1115:25178:14872	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1115:15075:14940	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:9975:14942	NR_118329.1	1123755
M01323:399:000000000-B29GY:1:1115:7921:14947	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:1833:14965	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:10675:14976	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:12689:14979	NR_074191.1	1150469
M01323:399:000000000-B29GY:1:1115:25171:14984	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:5370:15074	NR_043463.1	326544
M01323:399:000000000-B29GY:1:1115:4145:15091	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:15438:15155	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:1115:25342:15240	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:2197:15273	NR_025522.1	698738
M01323:399:000000000-B29GY:1:1115:3303:15310	NR_113657.1	81447
M01323:399:000000000-B29GY:1:1115:12874:15337	NR_134141.1	1470563
M01323:399:000000000-B29GY:1:1115:28512:15364	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1115:19880:15395	NR_156912.1	1450156
M01323:399:000000000-B29GY:1:1115:25924:15410	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1115:13752:15442	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:13769:15451	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:21230:15462	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:13669:15482	NR_132292.1	1155801
M01323:399:000000000-B29GY:1:1115:3374:15535	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:4169:15571	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:19256:15585	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:8190:15590	NR_114982.1	136468
M01323:399:000000000-B29GY:1:1115:8716:15599	NR_117690.2	36849
M01323:399:000000000-B29GY:1:1115:15863:15604	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:9887:15624	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:6607:15626	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:9797:15650	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:23675:15706	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1115:7338:15724	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:23671:15726	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1115:10563:15753	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:14401:15758	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:19114:15838	NR_114191.1	43660
M01323:399:000000000-B29GY:1:1115:13694:15846	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:1115:25285:15867	NR_109656.1	1177982
M01323:399:000000000-B29GY:1:1115:21550:15927	NR_114982.1	136468
M01323:399:000000000-B29GY:1:1115:3894:15930	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:1115:4573:15943	NR_026315.1	46206
M01323:399:000000000-B29GY:1:1115:11662:15971	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1115:25273:16007	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:11375:16054	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1115:18361:16059	NR_043465.1	327095
M01323:399:000000000-B29GY:1:1115:21329:16117	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:25636:16158	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:21901:16179	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:6901:16184	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:22316:16203	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:20292:16212	NR_117690.2	36849
M01323:399:000000000-B29GY:1:1115:15283:16215	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:23724:16221	NR_025522.1	698738
M01323:399:000000000-B29GY:1:1115:12174:16221	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:4245:16248	NR_148755.1	314275
M01323:399:000000000-B29GY:1:1115:10069:16254	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:19642:16290	NR_134141.1	1470563
M01323:399:000000000-B29GY:1:1115:15832:16292	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:17197:16297	NR_043463.1	326544
M01323:399:000000000-B29GY:1:1115:23313:16324	NR_114287.1	484498
M01323:399:000000000-B29GY:1:1115:7267:16379	NR_134141.1	1470563
M01323:399:000000000-B29GY:1:1115:21616:16454	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:3422:16478	NR_118001.1	927083
M01323:399:000000000-B29GY:1:1115:18703:16481	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:18686:16491	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:19106:16520	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:23308:16529	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:12124:16614	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:24178:16615	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1115:12973:16620	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:11879:16627	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:23556:16645	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:9743:16672	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:20177:16683	NR_115288.1	263511
M01323:399:000000000-B29GY:1:1115:23342:16686	NR_102468.1	111780
M01323:399:000000000-B29GY:1:1115:17158:16714	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:23729:16731	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:23470:16749	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:5673:16752	NR_024943.1	28202
M01323:399:000000000-B29GY:1:1115:23487:16757	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:8822:16793	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:21418:16797	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:20581:16828	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:7365:16837	NR_042341.1	293647
M01323:399:000000000-B29GY:1:1115:17742:16862	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:5775:16873	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:5468:16888	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:3996:16901	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:20911:16958	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:10088:16981	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:23528:17009	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:10016:17018	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:10706:17020	NR_108865.1	1079859
M01323:399:000000000-B29GY:1:1115:23537:17025	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1115:6667:17090	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:5744:17108	NR_044334.1	558021
M01323:399:000000000-B29GY:1:1115:7648:17116	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:5674:17134	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:11508:17150	NR_042372.1	429134
M01323:399:000000000-B29GY:1:1115:9895:17208	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1115:12360:17258	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:13976:17258	NR_114982.1	136468
M01323:399:000000000-B29GY:1:1115:12306:17264	NR_043462.1	326537
M01323:399:000000000-B29GY:1:1115:19810:17287	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:19831:17290	NR_037073.1	43655
M01323:399:000000000-B29GY:1:1115:21484:17311	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:7460:17315	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:11078:17333	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:20070:17352	NR_115806.1	47951
M01323:399:000000000-B29GY:1:1115:10583:17382	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:27473:17472	NR_153748.1	1888912
M01323:399:000000000-B29GY:1:1115:12173:17523	NR_118263.1	1069987
M01323:399:000000000-B29GY:1:1115:9059:17580	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:1115:18670:17588	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:9073:17592	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:1115:9057:17603	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:1115:12876:17663	NR_156936.1	1904463
M01323:399:000000000-B29GY:1:1115:14896:17725	NR_115285.2	1462
M01323:399:000000000-B29GY:1:1115:24186:17735	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:4632:17736	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1115:23731:17819	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1115:11561:17846	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:11225:17850	NR_109668.1	29497
M01323:399:000000000-B29GY:1:1115:13916:17855	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:15919:17954	NR_117943.1	907462
M01323:399:000000000-B29GY:1:1115:11772:17997	NR_043462.1	326537
M01323:399:000000000-B29GY:1:1115:17778:18015	NR_043652.1	349750
M01323:399:000000000-B29GY:1:1115:18723:18035	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:6808:18056	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:7528:18058	NR_126306.1	1470434
M01323:399:000000000-B29GY:1:1115:21772:18078	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:11524:18100	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:1115:22789:18113	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:26222:18114	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:6352:18136	NR_109730.1	1268273
M01323:399:000000000-B29GY:1:1115:8617:18145	NR_025821.1	270920
M01323:399:000000000-B29GY:1:1115:6345:18155	NR_109730.1	1268273
M01323:399:000000000-B29GY:1:1115:25660:18165	NR_114394.1	40542
M01323:399:000000000-B29GY:1:1115:3652:18261	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:23623:18279	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:23407:18332	NR_117569.1	1054033
M01323:399:000000000-B29GY:1:1115:23559:18346	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:16471:18352	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1115:14397:18358	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1115:23574:18363	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:11183:18380	NR_148664.1	1759387
M01323:399:000000000-B29GY:1:1115:12340:18388	NR_118670.1	39496
M01323:399:000000000-B29GY:1:1115:19813:18396	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:11895:18450	NR_126306.1	1470434
M01323:399:000000000-B29GY:1:1115:24627:18467	NR_134141.1	1470563
M01323:399:000000000-B29GY:1:1115:14474:18472	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:23994:18501	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:8637:18502	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:9262:18522	NR_025821.1	270920
M01323:399:000000000-B29GY:1:1115:6763:18607	NR_115012.1	70995
M01323:399:000000000-B29GY:1:1115:6781:18609	NR_115012.1	70995
M01323:399:000000000-B29GY:1:1115:10168:18629	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:11321:18658	NR_043463.1	326544
M01323:399:000000000-B29GY:1:1115:11329:18679	NR_043463.1	326544
M01323:399:000000000-B29GY:1:1115:11317:18693	NR_157658.1	1799789
M01323:399:000000000-B29GY:1:1115:19155:18694	NR_042468.1	170673
M01323:399:000000000-B29GY:1:1115:17950:18697	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:1115:4349:18711	NR_149819.1	1806669
M01323:399:000000000-B29GY:1:1115:22150:18723	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:26344:18732	NR_118015.1	354246
M01323:399:000000000-B29GY:1:1115:4203:18736	NR_102485.1	862908
M01323:399:000000000-B29GY:1:1115:16346:18758	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:4121:18764	NR_102485.1	862908
M01323:399:000000000-B29GY:1:1115:21546:18846	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:4148:18872	NR_126306.1	1470434
M01323:399:000000000-B29GY:1:1115:17918:18920	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:20738:18954	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:21311:19014	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:17841:19019	NR_116589.1	568099
M01323:399:000000000-B29GY:1:1115:20138:19020	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:7988:19020	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:21326:19023	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:21657:19056	NR_109065.1	889488
M01323:399:000000000-B29GY:1:1115:5182:19086	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1115:9424:19089	NR_043463.1	326544
M01323:399:000000000-B29GY:1:1115:9907:19124	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:20463:19129	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:15730:19133	NR_159134.1	1834927
M01323:399:000000000-B29GY:1:1115:11288:19157	NR_136835.1	1520782
M01323:399:000000000-B29GY:1:1115:26198:19196	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:12748:19214	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:11167:19236	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:16702:19243	NR_135890.1	1470433
M01323:399:000000000-B29GY:1:1115:4749:19289	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:25021:19405	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:20784:19476	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:16567:19485	NR_025522.1	698738
M01323:399:000000000-B29GY:1:1115:4476:19492	NR_043875.1	381308
M01323:399:000000000-B29GY:1:1115:22036:19574	NR_074224.1	335992
M01323:399:000000000-B29GY:1:1115:14970:19586	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:21271:19613	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:22452:19656	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:28029:19687	NR_043463.1	326544
M01323:399:000000000-B29GY:1:1115:24121:19699	NR_108636.1	682400
M01323:399:000000000-B29GY:1:1115:24868:19728	NR_148837.1	1675854
M01323:399:000000000-B29GY:1:1115:10690:19814	NR_043547.1	335975
M01323:399:000000000-B29GY:1:1115:9953:19820	NR_044837.2	1117315
M01323:399:000000000-B29GY:1:1115:27638:19846	NR_025522.1	698738
M01323:399:000000000-B29GY:1:1115:21284:19875	NR_157758.1	1348114
M01323:399:000000000-B29GY:1:1115:17796:19990	NR_043406.1	35805
M01323:399:000000000-B29GY:1:1115:26189:20013	NR_157650.1	1844006
M01323:399:000000000-B29GY:1:1115:11795:20088	NR_116589.1	568099
M01323:399:000000000-B29GY:1:1115:18081:20103	NR_037047.1	28229
M01323:399:000000000-B29GY:1:1115:4266:20236	NR_043547.1	335975
